"","gtdb_f","f_spor","newgtdb_Domain","newgtdb_Phylum","newgtdb_Class","newgtdb_Order","newgtdb_Genus"
"106666","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Croceicoccus"
"106682","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","DAIQNS01"
"106684","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","DASWIR01"
"106685","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","DATMRS01"
"106686","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacter"
"106852","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Glacieibacterium"
"106856","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Hankyongella"
"106857","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","JACKKV01"
"106859","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","JACXVD01"
"106862","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","JADCGM01"
"106863","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","JAEZQR01"
"106865","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","JAFAFE01"
"106868","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","JAGWQR01"
"106869","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","JANYGX01"
"106870","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","JAQGLK01"
"106872","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","JAVVHE01"
"106875","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","JAWKXU01"
"106877","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","JBBCJR01"
"106878","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","JBDVPM01"
"106879","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","JBGSSR01"
"106881","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","JBGSTI01"
"106882","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","JC766"
"106883","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Novosphingobium"
"107168","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Novosphingopyxis"
"107171","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Pacificimonas"
"107177","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Parapontixanthobacter"
"107178","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Parasphingopyxis"
"107191","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Parasphingorhabdus"
"107248","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Paraurantiacibacter"
"107249","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Parerythrobacter"
"107254","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Parerythrobacter_A"
"107259","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Pedomonas"
"107262","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Pelagerythrobacter"
"107272","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Polymorphobacter_A"
"107275","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Polymorphobacter_B"
"107285","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Pontixanthobacter"
"107293","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Pseudopontixanthobacter"
"107295","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","QFOP01"
"107296","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Qipengyuania"
"107369","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Qipengyuania_B"
"107371","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Qipengyuania_C"
"107372","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Rhizorhabdus"
"107391","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Rhizorhapis"
"107396","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","SCN-67-18"
"107397","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sandaracinobacteroides"
"107410","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sandaracinobacteroides_A"
"107411","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sandarakinorhabdus"
"107461","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingobium"
"107598","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingobium_A"
"107603","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomicrobium"
"107796","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonas"
"108210","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonas_B"
"108218","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonas_D"
"108219","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonas_E"
"108222","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonas_G"
"108225","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonas_H"
"108226","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonas_I"
"108237","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonas_K"
"108238","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonas_L"
"108240","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonas_M"
"108241","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonas_N"
"108254","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonas_O"
"108278","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonas_P"
"108279","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonas_Q"
"108281","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonas_R"
"108284","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingopyxis"
"108395","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingorhabdus_B"
"108474","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingorhabdus_C"
"108476","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingosinicella"
"108483","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Tardibacter"
"108484","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Thermaurantiacus"
"108489","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Tsuneonella"
"108502","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","UBA2510"
"108503","Sphingomonadaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Zymomonas"
"108507","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Aquirufa"
"108555","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Arcicella"
"108576","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Arcticibacterium"
"108578","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Arsenicibacter"
"108580","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Arundinibacter"
"108581","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","CATMVR01"
"108582","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Dyadobacter"
"108638","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Emticicia"
"108656","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Fibrella"
"108665","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Fibrisoma"
"108667","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Flectobacillus"
"108672","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","JAAFJL01"
"108673","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","JAAFKE01"
"108674","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","JAGNSI01"
"108675","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","JAHEBN01"
"108676","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","JAJAZB01"
"108677","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","JALOLV01"
"108678","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","JALRIJ01"
"108679","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","JANMZR01"
"108681","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","JANQUM01"
"108682","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","JBBQLG01"
"108683","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","JBBQUC01"
"108684","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","JBBRNH01"
"108686","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","JBDNFP01"
"108687","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","JBEBSO01"
"108688","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","JBEBXQ01"
"108689","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Jiulongibacter"
"108692","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Larkinella"
"108701","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Leadbetterella"
"108719","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Nibrella"
"108721","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Persicitalea"
"108728","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Pseudarcicella"
"108729","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","REAB01"
"108730","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Ravibacter"
"108735","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Rhabdobacter"
"108736","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Rudanella"
"108741","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Runella"
"108757","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Sandaracinomonas"
"108760","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Siphonobacter"
"108766","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosoma"
"108806","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","TFI-002"
"108807","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Telluribacter"
"108810","Spirosomataceae","FALSE","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Tellurirhabdus"
"108812","Spirulinaceae","FALSE","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","CCY15215"
"108816","Spirulinaceae","FALSE","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","FACHB-1406"
"108818","Spirulinaceae","FALSE","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","JAAUTY01"
"108819","Spirulinaceae","FALSE","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","JAQMSD01"
"108820","Spirulinaceae","FALSE","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Jaaginema"
"108822","Spirulinaceae","FALSE","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Lusitaniella"
"108823","Spirulinaceae","FALSE","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","SIO3F2"
"108825","Spirulinaceae","FALSE","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Spirulina"
"108830","Spirulinaceae","FALSE","Bacteria","Cyanobacteriota","Cyanobacteriia","Cyanobacteriales","Spirulina_A"
"108832","SPJN01","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","SPJN01","SPJN01"
"108833","SPLOWO2-01-44-7","FALSE","Bacteria","UBA10199","UBA10199","SPLOWO2-01-44-7","JACQMB01"
"108834","SPLOWO2-01-44-7","FALSE","Bacteria","UBA10199","UBA10199","SPLOWO2-01-44-7","JACRBV01"
"108835","SPLOWO2-01-44-7","FALSE","Bacteria","UBA10199","UBA10199","SPLOWO2-01-44-7","JAHFSU01"
"108837","SPLOWO2-01-44-7","FALSE","Bacteria","UBA10199","UBA10199","SPLOWO2-01-44-7","JAUSII01"
"108838","SPLOWO2-01-44-7","FALSE","Bacteria","UBA10199","UBA10199","SPLOWO2-01-44-7","SPLOWO2-01-44-7"
"108839","Spongiibacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","JBFHRT01"
"108840","Spongiibacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","JBFJYC01"
"108841","Spongiibacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Litorivivens"
"108850","Spongiibacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Spongiibacter"
"108856","Spongiibacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Spongiibacter_A"
"108858","Spongiibacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Spongiibacter_B"
"108859","Spongiibacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Spongiibacter_C"
"108861","Spongiibacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Zhongshania"
"108875","Spongiicolonaceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Arenicellales","Spongiicolonus"
"108877","Spongiisociaceae","FALSE","Bacteria","Actinomycetota","Acidimicrobiia","UBA5794","CATQHD01"
"108878","Spongiisociaceae","FALSE","Bacteria","Actinomycetota","Acidimicrobiia","UBA5794","JAPPFW01"
"108881","Spongiisociaceae","FALSE","Bacteria","Actinomycetota","Acidimicrobiia","UBA5794","JBFGLM01"
"108882","Spongiisociaceae","FALSE","Bacteria","Actinomycetota","Acidimicrobiia","UBA5794","SZUA-232"
"108884","Spongiisociaceae","FALSE","Bacteria","Actinomycetota","Acidimicrobiia","UBA5794","Spongiisocius"
"108894","Sporanaerobacteraceae","TRUE","Bacteria","Bacillota","Clostridia","Tissierellales","Sporanaerobacter"
"108895","Sporanaerobacteraceae","TRUE","Bacteria","Bacillota","Clostridia","Tissierellales","Anaerosalibacter"
"108899","Sporanaerobacteraceae","TRUE","Bacteria","Bacillota","Clostridia","Tissierellales","FUHM01"
"108906","Sporichthyaceae","FALSE","Bacteria","Actinomycetota","Actinomycetes","Sporichthyales","DASQPJ01"
"108910","Sporichthyaceae","FALSE","Bacteria","Actinomycetota","Actinomycetes","Sporichthyales","Sporichthya"
"108913","Sporolactobacillaceae","TRUE","Bacteria","Bacillota","Bacilli","Bacillales_K","Sporolactobacillus"
"108914","Sporolactobacillaceae","TRUE","Bacteria","Bacillota","Bacilli","Bacillales_K","Marseille-P3662"
"108916","Sporolactobacillaceae","TRUE","Bacteria","Bacillota","Bacilli","Bacillales_K","Scopulibacillus_A"
"108918","Sporolactobacillaceae","TRUE","Bacteria","Bacillota","Bacilli","Bacillales_K","Caenibacillus"
"108920","Sporolactobacillaceae","TRUE","Bacteria","Bacillota","Bacilli","Bacillales_K","Terrilactibacillus"
"108921","Sporolactobacillaceae","TRUE","Bacteria","Bacillota","Bacilli","Bacillales_K","KACC-23026"
"108922","Sporolactobacillaceae","TRUE","Bacteria","Bacillota","Bacilli","Bacillales_K","S3-3"
"108928","Sporolactobacillaceae","TRUE","Bacteria","Bacillota","Bacilli","Bacillales_K","Pullulanibacillus"
"108930","Sporolactobacillaceae","TRUE","Bacteria","Bacillota","Bacilli","Bacillales_K","Scopulibacillus"
"108932","Sporolactobacillaceae","TRUE","Bacteria","Bacillota","Bacilli","Bacillales_K","Tuberibacillus"
"108943","Sporomusaceae","TRUE","Bacteria","Bacillota","Negativicutes","Sporomusales","JAJDHX01"
"108944","Sporomusaceae","TRUE","Bacteria","Bacillota","Negativicutes","Sporomusales","ACPt"
"108945","Sporomusaceae","TRUE","Bacteria","Bacillota","Negativicutes","Sporomusales","Methylomusa"
"108946","Sporomusaceae","TRUE","Bacteria","Bacillota","Negativicutes","Sporomusales","Sporomusa"
"108950","Sporomusaceae","TRUE","Bacteria","Bacillota","Negativicutes","Sporomusales","DATMYQ01"
"108962","SpSt-1050","FALSE","Bacteria","Myxococcota","SpSt-1050","SpSt-1050","SpSt-1050"
"108965","SpSt-1174","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","SpSt-1174","SpSt-1174"
"108968","SpSt-205","FALSE","Bacteria","Bacteroidota","Bacteroidia","SpSt-205","JAPYWM01"
"108970","SpSt-205","FALSE","Bacteria","Bacteroidota","Bacteroidia","SpSt-205","SpSt-205"
"108983","SpSt-223","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","SpSt-223","JANWZD01"
"108986","SpSt-313","FALSE","Bacteria","Chloroflexota","Anaerolineae","SpSt-313","DAOTVS01"
"108987","SpSt-313","FALSE","Bacteria","Chloroflexota","Anaerolineae","SpSt-313","DAOUGZ01"
"108988","SpSt-313","FALSE","Bacteria","Chloroflexota","Anaerolineae","SpSt-313","JAKPJZ01"
"108989","SpSt-313","FALSE","Bacteria","Chloroflexota","Anaerolineae","SpSt-313","SpSt-313"
"108991","SpSt-600","FALSE","Bacteria","Chloroflexota","Anaerolineae","SpSt-600","HyVt-206"
"108992","SpSt-600","FALSE","Bacteria","Chloroflexota","Anaerolineae","SpSt-600","SpSt-600"
"108996","SpSt-899","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","SZUA-161","BS503"
"109001","SpSt-899","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","SZUA-161","DAOTYO01"
"109002","SpSt-899","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","SZUA-161","JABMQN01"
"109004","SpSt-899","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","SZUA-161","JAGXOF01"
"109005","SpSt-899","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","SZUA-161","JAQTRE01"
"109006","SpSt-899","FALSE","Bacteria","Chloroflexota","Dehalococcoidia","SZUA-161","JBGLNL01"
"109007","SSC4","FALSE","Bacteria","Chloroflexota","Anaerolineae","SSC4","Amarolinea"
"109009","SSC4","FALSE","Bacteria","Chloroflexota","Anaerolineae","SSC4","SSC4"
"109010","ST65","FALSE","Bacteria","Desulfobacterota","Thermodesulfobacteria","Thermodesulfobacteriales","Thermosulfuriphilus"
"109011","Staphylococcaceae","FALSE","Bacteria","Bacillota","Bacilli","Staphylococcales","Staphylococcus"
"109022","Staphylococcaceae","FALSE","Bacteria","Bacillota","Bacilli","Staphylococcales","Macrococcoides"
"109029","Staphylococcaceae","FALSE","Bacteria","Bacillota","Bacilli","Staphylococcales","Mammaliicoccus"
"109097","Staphylococcaceae","FALSE","Bacteria","Bacillota","Bacilli","Staphylococcales","Macrococcus"
"109119","Stappiaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Breoghania"
"109126","Stappiaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Hongsoonwoonella"
"109129","Stappiaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","JBDWFY01"
"109130","Stappiaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Pannonibacter"
"109136","Stappiaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Polymorphum"
"109137","Stappiaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Pseudovibrio"
"109155","Stappiaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Roseibium"
"109212","Stappiaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Stappia"
"109226","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","01-FULL-38-12b"
"109232","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","2-01-FULL-40-39"
"109233","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","2-02-FULL-34-10"
"109234","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","2-02-FULL-43-16"
"109237","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","GWA2-33-14"
"109238","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","GWA2-37-10"
"109240","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","JACPYG01"
"109242","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","JAHIEB01"
"109243","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","JAHIOM01"
"109244","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","JAHJTG01"
"109245","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","JAKLDQ01"
"109246","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","JBAZYR01"
"109247","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","JBBTQJ01"
"109248","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","JBBTQL01"
"109249","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","UBA11703"
"109250","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","VGLO01"
"109252","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","XYB1-FULL-32-11"
"109256","Staskawiczbacteraceae","FALSE","Bacteria","Patescibacteriota","Minisyncoccia","Minisyncoccales","XYD1-FULL-39-28"
"109271","Stellaceae","FALSE","Bacteria","Pseudomonadota","Alphaproteobacteria","ATCC43930","Stella"
"109275","Steroidobacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","13-2-20CM-66-19"
"109395","Steroidobacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Bog-1198"
"109469","Steroidobacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","CADEED01"
"109496","Steroidobacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","CADEEJ01"
"109505","Steroidobacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","CADEFQ01"
"109514","Steroidobacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","CAIKMS01"
"109517","Steroidobacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","CAIKZZ01"
"109539","Steroidobacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","CAILZL01"
"109546","Steroidobacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","CAIOHZ01"
"109551","Steroidobacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","CAIUGU01"
"109555","Steroidobacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","DAIDKA01"
"109566","Steroidobacteraceae","FALSE","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","DASTQG01"
